"Date","T_treatment","GPP","GPP_SE","LA","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE","BMratio","SMratio","BMratio_SE","SMratio_SE","FRratio","IRratio","CRratio","BRratio","FRratio_SE","IRratio_SE","CRratio_SE","BRratio_SE","Tair","Rd.foliage.mean","Rd.stem.mean","Rd.branch.mean","Rd.fineroot.mean","Rd.intermediateroot.mean","Rd.coarseroot.mean","Rd.boleroot.mean","Treatment"
2012-12-12,"ambient",0.281362057665,0.0333070075945195,0.0384185815774663,0.000887031559231317,0.200005735098317,0.0133594608503012,2.5481157273365,0.0120828475100945,0.338620416942916,0.00494761185703827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85948018492507,0.14051981507493,0.0449768701584691,0.0449768701584691,0.580759933273847,0.419240066726153,0,0,0.0240194487510714,0.0240194487510714,0,0,18.1672673611111,0.00650115776738261,0.00110339117508177,0.00223650226436814,0.00740633723649647,0.0040598158004083,0.00222540559617316,0.00109791657040364,"ambient"
2012-12-12,"elevated",0.1927063007064,0.0773239276802459,0.0612414957949386,0.00256084275270285,0.254314577516141,0.0557325625710983,3.88527841801865,0.0340937265963254,0.927672831632296,0.0142650634614897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85948018492507,0.14051981507493,0.0449768701584691,0.0449768701584691,0.580759933273847,0.419240066726153,0,0,0.0240194487510714,0.0240194487510714,0,0,18.1638175154321,0.00751893306190559,0.00132231080296612,0.00209584958934098,0.00807438603476271,0.00391386390753512,0.0018971511419885,0.00119694822694777,"elevated"
2012-12-13,"ambient",0.4458065807364,0.0385016701385793,0.0626693789885617,0.00106095461535222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858696483644369,0.141303516355631,0.0450714716827572,0.0450714716827572,0.579893679877396,0.418900347980043,0.000539409623893279,0.000666520390195331,0.0239941302308355,0.0239908316126523,4.69031617429149e-05,4.03074580109548e-05,18.2144448302469,0.00692242270105403,0.00128445570347199,0.00260350830618416,0.00787819085576233,0.00431846440332846,0.00236718494693164,0.00116786422345461,"ambient"
2012-12-13,"elevated",0.313991286141,0.0751606189348141,0.0874773458742159,0.0024371330097698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858696483644369,0.141303516355631,0.0450714716827572,0.0450714716827572,0.579893679877396,0.418900347980043,0.000539409623893279,0.000666520390195331,0.0239941302308355,0.0239908316126523,4.69031617429149e-05,4.03074580109548e-05,18.8338958333333,0.00806082984351439,0.00164181844953143,0.00260226605991894,0.00894403984642773,0.00433540762006906,0.00210148429064299,0.00132586584166786,"elevated"
2012-12-14,"ambient",0.4743787388808,0.0325150890083557,0.0869201763996571,0.00132461569640197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857912782363668,0.142087217636332,0.0451660732070453,0.0451660732070453,0.579027426480945,0.418560629233933,0.00107881924778656,0.00133304078039066,0.0239688117105995,0.0239622144742332,9.38063234858299e-05,8.06149160219096e-05,19.7742480709877,0.00673651265997386,0.00132954176043917,0.00269489481604187,0.00807664262524888,0.00442724659939297,0.00242681437836092,0.00119728274426831,"ambient"
2012-12-14,"elevated",0.4010514696474,0.039216635144802,0.113713195953493,0.00249730960916351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857912782363668,0.142087217636332,0.0451660732070453,0.0451660732070453,0.579027426480945,0.418560629233933,0.00107881924778656,0.00133304078039066,0.0239688117105995,0.0239622144742332,9.38063234858299e-05,8.06149160219096e-05,21.3974031635802,0.00727122167177663,0.00169848571683987,0.00269208312006174,0.00916727437588499,0.00444361517467405,0.00215393529319201,0.00135895816262911,"elevated"
2012-12-15,"ambient",0.4670813738604,0.0268727627161221,0.111170973810753,0.00163516700340494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857129081082967,0.142870918917033,0.0452606747313333,0.0452606747313333,0.578161173084494,0.418220910487822,0.00161822887167984,0.00199956117058599,0.0239434931903635,0.0239335973358141,0.000140709485228745,0.000120922374032864,21.1249047067901,0.00655206478057851,0.00135105446644425,0.00273849967420969,0.00828145190843291,0.00453951369409715,0.00248835407205728,0.00122764370388978,"ambient"
2012-12-15,"elevated",0.430038069006,0.0273218023530801,0.13994904603277,0.00272923607154147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857129081082967,0.142870918917033,0.0452606747313333,0.0452606747313333,0.578161173084494,0.418220910487822,0.00161822887167984,0.00199956117058599,0.0239434931903635,0.0239335973358141,0.000140709485228745,0.000120922374032864,23.7499066358025,0.00679761511534701,0.00172584123027065,0.00273544133921981,0.00939868479511261,0.00455578579467453,0.00220830729611776,0.00139326247874667,"elevated"
2012-12-16,"ambient",0.6865232765742,0.0442098946949461,0.135421771221848,0.0019705628265667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856345379802267,0.143654620197733,0.0453552762556214,0.0453552762556214,0.577294919688043,0.417881191741712,0.00215763849557312,0.00266608156078132,0.0239181746701275,0.023904980197395,0.00018761264697166,0.000161229832043819,22.063518904321,0.00829421889804447,0.00196789908767261,0.00398880366729563,0.00974795877682263,0.00534338577898648,0.00292900003341843,0.00144503890748403,"ambient"
2012-12-16,"elevated",0.623598906996,0.0380313234500985,0.166184896112048,0.00309453389993674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856345379802267,0.143654620197733,0.0453552762556214,0.0453552762556214,0.577294919688043,0.417881191741712,0.00215763849557312,0.00266608156078132,0.0239181746701275,0.023904980197395,0.00018761264697166,0.000161229832043819,25.0680740740741,0.00838786536509843,0.00251570994740208,0.0039873754705298,0.0110695255901301,0.00536568557587176,0.00260088668341747,0.00164094817503343,"elevated"
